TypeRegistrering,TypeRegistrering_label,DrivstoffType,DrivstoffType_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M02,2019M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M03,2019M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M04,2019M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M05,2019M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M06,2019M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M07,2019M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M08,2019M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M09,2019M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M10,2019M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M11,2019M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2019M12,2019M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M01,2020M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M02,2020M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M03,2020M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M04,2020M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M05,2020M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M06,2020M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M07,2020M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M08,2020M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M09,2020M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M10,2020M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M11,2020M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2020M12,2020M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M01,2021M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M02,2021M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M03,2021M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M04,2021M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M05,2021M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M06,2021M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M07,2021M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M08,2021M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M09,2021M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M10,2021M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M11,2021M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2021M12,2021M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M01,2022M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M02,2022M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M03,2022M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M04,2022M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M05,2022M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M06,2022M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M07,2022M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M08,2022M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M09,2022M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M10,2022M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M11,2022M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2022M12,2022M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M01,2023M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M02,2023M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M03,2023M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M04,2023M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M05,2023M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M06,2023M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M07,2023M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M08,2023M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M09,2023M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M10,2023M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M11,2023M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2023M12,2023M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M01,2024M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M02,2024M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M03,2024M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M04,2024M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M05,2024M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M06,2024M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M07,2024M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M08,2024M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M09,2024M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M10,2024M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M11,2024M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2024M12,2024M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M01,2025M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M02,2025M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M03,2025M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M04,2025M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M05,2025M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M06,2025M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M07,2025M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M08,2025M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M09,2025M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M10,2025M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M11,2025M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2025M12,2025M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2026M01,2026M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2026M02,2026M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2026M03,2026M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2026M04,2026M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2026M05,2026M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2026M06,2026M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,Personbiler,Personbiler,2026M07,2026M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M01,1995M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M02,1995M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M03,1995M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M04,1995M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M05,1995M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M06,1995M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M07,1995M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M08,1995M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M09,1995M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M10,1995M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M11,1995M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1995M12,1995M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M01,1996M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M02,1996M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M03,1996M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M04,1996M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M05,1996M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M06,1996M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M07,1996M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M08,1996M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M09,1996M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M10,1996M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M11,1996M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1996M12,1996M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M01,1997M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M02,1997M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M03,1997M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M04,1997M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M05,1997M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M06,1997M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M07,1997M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M08,1997M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M09,1997M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M10,1997M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M11,1997M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1997M12,1997M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M01,1998M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M02,1998M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M03,1998M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M04,1998M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M05,1998M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M06,1998M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M07,1998M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M08,1998M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M09,1998M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M10,1998M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M11,1998M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1998M12,1998M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M01,1999M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M02,1999M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M03,1999M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M04,1999M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M05,1999M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M06,1999M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M07,1999M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M08,1999M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M09,1999M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M10,1999M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M11,1999M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,1999M12,1999M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M01,2000M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M02,2000M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M03,2000M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M04,2000M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M05,2000M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M06,2000M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M07,2000M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M08,2000M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M09,2000M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M10,2000M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M11,2000M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2000M12,2000M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M01,2001M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M02,2001M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M03,2001M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M04,2001M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M05,2001M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M06,2001M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M07,2001M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M08,2001M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M09,2001M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M10,2001M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M11,2001M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2001M12,2001M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M01,2002M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M02,2002M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M03,2002M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M04,2002M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M05,2002M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M06,2002M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M07,2002M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M08,2002M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M09,2002M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M10,2002M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M11,2002M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2002M12,2002M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M01,2003M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M02,2003M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M03,2003M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M04,2003M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M05,2003M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M06,2003M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M07,2003M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M08,2003M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M09,2003M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M10,2003M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M11,2003M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2003M12,2003M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M01,2004M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M02,2004M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M03,2004M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M04,2004M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M05,2004M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M06,2004M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M07,2004M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M08,2004M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M09,2004M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M10,2004M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M11,2004M11,1,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2004M12,2004M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M01,2005M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M02,2005M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M03,2005M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M04,2005M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M05,2005M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M06,2005M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M07,2005M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M08,2005M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M09,2005M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M10,2005M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M11,2005M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2005M12,2005M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M01,2006M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M02,2006M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M03,2006M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M04,2006M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M05,2006M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M06,2006M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M07,2006M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M08,2006M08,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M09,2006M09,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M10,2006M10,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M11,2006M11,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2006M12,2006M12,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2007M01,2007M01,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2007M02,2007M02,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2007M03,2007M03,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2007M04,2007M04,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2007M05,2007M05,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2007M06,2007M06,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2007M07,2007M07,0,
B,Bruktimporterte kjøretøy,6,Annet drivstoff,VareCampBiler,Vare- og campingbiler,2007M08,2007M08,0,
