Kjopegrupper,Kjopegrupper_label,Produkter,Produkter_label,ContentsCode,ContentsCode_label,Tid,Tid_label,value,status
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M04,2024M04,76.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M05,2024M05,75.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M06,2024M06,72.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M07,2024M07,67.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M08,2024M08,78.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M09,2024M09,79.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M10,2024M10,81.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M11,2024M11,80.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2024M12,2024M12,68.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M01,2025M01,72.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M02,2025M02,65.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M03,2025M03,69.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M04,2025M04,73.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M05,2025M05,72.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M06,2025M06,76.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M07,2025M07,66.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M08,2025M08,72.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M09,2025M09,70.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M10,2025M10,76.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M11,2025M11,76.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2025M12,2025M12,70.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M01,2026M01,69.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M02,2026M02,74.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M03,2026M03,73.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M04,2026M04,52.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M05,2026M05,77.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Petroleum,Sal av petroleumsprodukt (inkl. iblanda bio),2026M06,2026M06,78.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M01,2021M01,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M02,2021M02,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M03,2021M03,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M04,2021M04,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M05,2021M05,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M06,2021M06,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M07,2021M07,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M08,2021M08,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M09,2021M09,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M10,2021M10,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M11,2021M11,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2021M12,2021M12,,..
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M01,2022M01,2.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M02,2022M02,1.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M03,2022M03,1.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M04,2022M04,0.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M05,2022M05,1.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M06,2022M06,1.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M07,2022M07,0.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M08,2022M08,1.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M09,2022M09,4.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M10,2022M10,1.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M11,2022M11,4.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2022M12,2022M12,6.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M01,2023M01,4.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M02,2023M02,3.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M03,2023M03,6.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M04,2023M04,4.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M05,2023M05,2.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M06,2023M06,4.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M07,2023M07,1.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M08,2023M08,2.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M09,2023M09,4.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M10,2023M10,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M11,2023M11,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2023M12,2023M12,8.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M01,2024M01,11.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M02,2024M02,9.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M03,2024M03,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M04,2024M04,3.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M05,2024M05,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M06,2024M06,6.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M07,2024M07,4.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M08,2024M08,2.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M09,2024M09,3.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M10,2024M10,5.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M11,2024M11,5.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2024M12,2024M12,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M01,2025M01,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M02,2025M02,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M03,2025M03,6.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M04,2025M04,5.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M05,2025M05,5.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M06,2025M06,5.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M07,2025M07,3.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M08,2025M08,4.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M09,2025M09,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M10,2025M10,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M11,2025M11,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2025M12,2025M12,6.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M01,2026M01,13.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M02,2026M02,12.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M03,2026M03,7.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M04,2026M04,5.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M05,2026M05,4.0,
00,Alle kjøpegrupper,02b,Anleggsdiesel,Biodrivstoff,Sal av reint biodrivstoff,2026M06,2026M06,6.0,
